January,February,March,April,May,June,July,August,September,October,November,December
9.235494824500456,0.12827548146766343,11.08155512012116,4.506403773741628,16.051049522358568,2.4661398029101522,9.320631585500056,12.269944643866122,0.7218816116690396,9.251652121602707,12.886207685977425,4.2538464852941615
0.582370528863625,5.185151301976642,5.990957873254954,17.555341539718018,16.3806135611096,12.238903492396343,18.314368976512668,10.08533358082407,7.47111579461293,6.085461680076303,19.661667641505986,4.208230366572064
14.492711741381992,0.4009396565070156,2.8227426704903946,5.814317789522965,7.200207168863802,6.820171706279465,13.795011229197481,5.73625472061313,9.795182136489704,16.61955000154529,10.574680369337022,6.195064330204145
15.95368570440558,3.869152714797983,15.324453136146401,15.865917544648907,4.309572049428583,8.63819738035218,3.21001050661591,0.31933907661595207,17.69914175658071,15.816362422424223,19.31534348147177,17.300684441530635
17.853622405521815,15.545618273350726,14.109731613375462,0.39454930861407833,17.520411385278162,13.701438092624631,18.494408087464297,19.97418566590526,0.752607152777538,17.4212153277752,9.256513212816538,6.439108927917863
3.0981818207365253,6.732417746779184,8.12317411385619,19.684124742286805,10.883932398602944,7.903452926909078,15.392505950047056,12.00037126852504,9.775801539999865,8.331562415305276,2.4109008293632472,12.263864398122204
0.27085180348527693,0.22882011534262947,17.487120690534976,17.196599179765354,0.06846315959541771,2.3993559397805986,9.153334955842453,13.234934285999318,9.9474327022006,5.835806450611805,15.177443528739733,6.035371341551459
19.794850648959354,11.269267558948616,12.98572480587018,5.760476219853854,4.913483344882552,4.5073966160976076,17.01943535407674,1.1615634096936,4.365934597771082,8.803827315188027,11.280567878591981,10.68903560693455
5.247859786059679,17.22596121407372,10.546206941126954,10.31447329849242,16.78875142683331,2.01954885954452,0.3594644163599625,18.926897757384396,10.77253080828326,5.265153590761969,16.223030170948558,3.79577519584553
0.8488717581491456,3.7371541189440127,16.21738500936089,14.688732124938767,7.397167711753907,17.87932931781402,9.549464513502278,13.385870677316973,4.618478144515987,0.7919439054807342,10.55852314651304,3.851174386081695
7.897941037447667,15.862826699317289,19.510619923249667,3.308232353403917,15.507796870594904,17.142986848940687,2.4483078844228623,13.262382146915712,13.155475884833024,17.97118366727769,3.8857004817913654,17.638485486653654
6.0220938536329065,2.727954410711413,4.4582582332809295,0.908686819027047,3.3715544198892533,16.759395062792546,18.01589141844039,12.837862509504026,18.62126841290252,13.057109480508998,2.423744171207529,11.078109533064197
13.72129149086671,1.4324893739068956,3.561444798761799,16.150156308731308,8.913172753402616,6.35064522941062,3.204775909472344,2.8199927026134874,17.667041348284226,2.380223069869114,12.230374980208616,17.873856521344614
19.711088965827013,19.46345904848227,17.459527530653236,0.107122773448185,0.19485654223972082,17.458863884168533,3.589602120203481,0.6915714084738322,17.466241057327682,17.21719254343744,13.488932522525449,15.860876516619175
1.2964361971581373,0.7731138042679442,13.761806919793722,15.931861242820265,9.823365757096527,0.5097719410295642,6.337934655127104,7.488893899345513,10.515853061698706,2.2533266002357033,6.787338578669393,18.413882726511684
16.41182484787998,10.839462362649412,4.175001401089419,10.621049994565347,4.718451878357777,19.671316601357347,16.744272529613276,5.632187773824779,1.6986144543933812,15.932724487606633,14.974111566495075,5.617245832096245
0.29973319435358414,13.14421477785659,2.8770210656411965,17.327742311008304,19.955453884705822,16.301510480425605,11.375518296581026,8.4832478360155,1.6700675040752122,2.935161665202295,3.005926128861689,14.77088920075965
6.55002584817443,7.311763282604553,0.31990674847258704,19.665853249197426,7.98522685963079,9.206538217039427,2.913756410209889,4.091899355650897,18.36292298977543,12.071723274701583,1.9092994608648906,12.494067704992233
14.467482560495409,4.436609871839472,8.690512140278306,9.513321046340922,5.170907481446276,18.336972412341886,18.452024435612657,10.304313724055811,3.5318991015883516,12.515646987351595,8.838818710007716,8.47109182985038
14.793813359619934,1.0683612336162729,9.644048156718682,16.997573396122267,13.044616682494974,14.741763009490965,13.327763347144534,4.599914382882786,17.039286602308252,6.047423314770633,17.189263587320504,12.279598506002065
7.6268371702473985,8.36030846541247,9.546180259396177,18.980928853121515,15.043135697894098,17.851752244644167,6.763919582965805,14.345354914782467,15.005277827839887,14.095210091832847,7.37939032391999,4.665815033814839
2.736822094107949,15.605155498513845,19.245161521144144,18.381202012272833,14.341824679631607,8.465680843770544,8.067907739511677,17.397553521998603,17.23276806791968,19.152646237548545,1.3841845177596857,5.427643518355216
13.864372810703593,19.968042694702397,17.61541528441013,11.044655155103602,8.258338419683415,3.3298166016780706,1.5250904745022797,17.945538686170746,9.905909409782275,15.549925872136106,8.000266427253543,18.2755281050525
14.394653718813458,13.14385447680439,10.196624236440286,16.419378795173525,5.890430647207006,5.434828793887608,16.49413084253591,7.185074324713197,11.145838048492525,10.003777302624625,4.895019236544973,12.005755668495423
8.906428699233974,18.633619846890888,17.67361274165954,17.225347003403368,18.148636105351482,17.407889570907084,6.013670919327893,7.176099797524587,16.248544905923808,8.374043788314165,12.387167124052871,18.812443096269547
4.313303551207155,7.1701016382934135,13.319033422138222,6.599919888020523,5.932553881323055,6.239167695643941,13.215761329951832,13.679987896970694,14.451866740614353,15.72868614503593,17.86283109172638,3.3137976830808613
12.932173416194113,6.1204144599556365,13.42457557184629,18.163668843235815,6.65805668386489,1.546407634098561,10.512064889143367,15.748046069822143,9.33495679602985,19.40753982181284,10.318814895999125,10.671121203440146
10.402917095816447,9.23888189581098,4.911892843864272,7.442401591753775,15.603239947718793,18.32222141756336,19.867188489624002,0.14463262583879866,19.12496499042716,12.832753284698397,5.378839346169368,18.88058744303303
6.594400154683415,0.0,0.0,13.199234066890932,12.680649955333374,13.609899619423508,7.048676954646287,0.18713198090964056,19.498279963060167,17.005312187841938,2.4306341733229098,7.636434292602878
13.323915780028182,0.0,0.0,3.6727387793344946,19.048791380055185,15.118091163707701,2.6916554332985587,6.302313212083856,6.248473996204769,13.232612218648756,10.907985885402987,12.162833315962951
9.686356438206351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
